vorname;anzahl;geschlecht;position
Konstantin;6;m;1
Leonardo;6;m;1
Lino;6;m;1
Lucas;6;m;1
Mailo;6;m;1
Matti;6;m;1
Mattis;6;m;1
Mohamed;6;m;1
Mohammad;6;m;1
Muhammed;6;m;1
Nael;6;m;1
Nelio;6;m;1
Ole;6;m;1
Rio;6;m;1
Sam;6;m;1
Simon;6;m;1
Till;6;m;1
Tyler;6;m;1
Amelie;6;w;2
Elena;6;w;2
Frieda;6;w;2
Grace;6;w;2
Luise;6;w;2
Paulina;6;w;2
Pauline;6;w;2
Friedrich;6;m;2
Henry;6;m;2
Louis;6;m;2
Werner;6;m;2
Sophie;6;w;3
Anni;5;w;1
Eleonora;5;w;1
Elif;5;w;1
Elli;5;w;1
Emmi;5;w;1
Esther;5;w;1
Freya;5;w;1
Isabel;5;w;1
Jana;5;w;1
Josefine;5;w;1
Katharina;5;w;1
Laura;5;w;1
Layla;5;w;1
Leyla;5;w;1
Liliana;5;w;1
Linda;5;w;1
Mariam;5;w;1
Nala;5;w;1
Nika;5;w;1
Ophelia;5;w;1
Rebecca;5;w;1
Sara;5;w;1
Stella;5;w;1
Victoria;5;w;1
Viktoria;5;w;1
Zoey;5;w;1
Bela;5;m;1
Benno;5;m;1
Bruno;5;m;1
Clemens;5;m;1
Elian;5;m;1
Emir;5;m;1
Erik;5;m;1
Fabian;5;m;1
Florian;5;m;1
Franz;5;m;1
Ilias;5;m;1
Johannes;5;m;1
Joris;5;m;1
Kiyan;5;m;1
Lars;5;m;1
Lennard;5;m;1
Malte;5;m;1
Matheo;5;m;1
Matthias;5;m;1
Mohamad;5;m;1
Musa;5;m;1
Nathan;5;m;1
Nils;5;m;1
Thiago;5;m;1
Thilo;5;m;1
Tim;5;m;1
Zayn;5;m;1
Aurelia;5;w;2
Ella;5;w;2
Fiona;5;w;2
Ida;5;w;2
Louise;5;w;2
Luna;5;w;2
Malea;5;w;2
Malia;5;w;2
Marlene;5;w;2
Rosalie;5;w;2
Alexandru;5;m;2
Alp;5;m;2
Daniel;5;m;2
Ferdinand;5;m;2
Franz;5;m;2
Josef;5;m;2
Levi;5;m;2
Liam;5;m;2
Ludwig;5;m;2
Luis;5;m;2
Lukas;5;m;2
Michel;5;m;2
Oliver;5;m;2
Raphael;5;m;2
Mohammed;5;m;3
Alissa;4;w;1
Alva;4;w;1
Anastasia;4;w;1
Anne;4;w;1
Aria;4;w;1
Asiya;4;w;1
Dalia;4;w;1
Ellie;4;w;1
Hana;4;w;1
Helene;4;w;1
Ilaria;4;w;1
Jonna;4;w;1
Julia;4;w;1
Karla;4;w;1
Kiana;4;w;1
Kiara;4;w;1
Lana;4;w;1
Layana;4;w;1
Liva;4;w;1
Marla;4;w;1
Melina;4;w;1
Nela;4;w;1
Pia;4;w;1
Rosalia;4;w;1
Rosalie;4;w;1
Yasmin;4;w;1
Zoe;4;w;1
Adem;4;m;1
Alessio;4;m;1
Amar;4;m;1
Amin;4;m;1
Arne;4;m;1
Artur;4;m;1
Ayoub;4;m;1
Bilal;4;m;1
Charlie;4;m;1
Dean;4;m;1
Elia;4;m;1
Elyas;4;m;1
Emilian;4;m;1
Filip;4;m;1
Harun;4;m;1
Hugo;4;m;1
Jari;4;m;1
Jaron;4;m;1
Karim;4;m;1
Kilian;4;m;1
Konrad;4;m;1
Kuzey;4;m;1
Lasse;4;m;1
Leander;4;m;1
Lennart;4;m;1
Leopold;4;m;1
Lorenz;4;m;1
Mads;4;m;1
Marlo;4;m;1
Merlin;4;m;1
Michael;4;m;1
Michel;4;m;1
Mohammed;4;m;1
Mustafa;4;m;1
Nicolas;4;m;1
Niko;4;m;1
Oscar;4;m;1
Rafael;4;m;1
Rayan;4;m;1
Robert;4;m;1
Sami;4;m;1
Timur;4;m;1
Yaman;4;m;1
Yussef;4;m;1
Ömer;4;m;1
Antonia;4;w;2
Ava;4;w;2
Cataleya;4;w;2
Elisa;4;w;2
Elise;4;w;2
Gabriele;4;w;2
Helena;4;w;2
Josephine;4;w;2
Leonie;4;w;2
Lina;4;w;2
Lotta;4;w;2
Mathilda;4;w;2
Noelle;4;w;2
Rose;4;w;2
Thea;4;w;2
Valentina;4;w;2
Antonio;4;m;2
Ben;4;m;2
Benedikt;4;m;2
Benjamin;4;m;2
Bo;4;m;2
David;4;m;2
Fiete;4;m;2
Finn;4;m;2
Florian;4;m;2
Henri;4;m;2
James;4;m;2
Jasper;4;m;2
Joel;4;m;2
Klaus;4;m;2
Leo;4;m;2
Leon;4;m;2
Matthias;4;m;2
Max;4;m;2
Noel;4;m;2
Sebastian;4;m;2
Marie;4;w;3
Sophia;4;w;3
Peter;4;m;3
Ada;3;w;1
Alya;3;w;1
Amal;3;w;1
Amber;3;w;1
Anaya;3;w;1
Angela;3;w;1
Anissa;3;w;1
Assia;3;w;1
Audrey;3;w;1
Aya;3;w;1
Bora;3;w;1
Carolina;3;w;1
Chiara;3;w;1
Daria;3;w;1
Diana;3;w;1
Eleni;3;w;1
Ellen;3;w;1
Flora;3;w;1
Hafsa;3;w;1
Halima;3;w;1
Helin;3;w;1
Ikra;3;w;1
Jamila;3;w;1
Jara;3;w;1
Leen;3;w;1
Leonora;3;w;1
Lilia;3;w;1
Lotte;3;w;1
Lou;3;w;1
Lucy;3;w;1
Madeleine;3;w;1
Malak;3;w;1
Marina;3;w;1
Marleen;3;w;1
Marlie;3;w;1
Maryam;3;w;1
Masal;3;w;1
Nayla;3;w;1
Nola;3;w;1
Nour;3;w;1
Nova;3;w;1
Safiya;3;w;1
Salma;3;w;1
Samira;3;w;1
Solomia;3;w;1
Tessa;3;w;1
Theresa;3;w;1
Tiana;3;w;1
Tuana;3;w;1
Valentina;3;w;1
Viola;3;w;1
Wilhelmina;3;w;1
Wilma;3;w;1
Yara;3;w;1
Ylvi;3;w;1
Abdullah;3;m;1
Adnan;3;m;1
Alexandros;3;m;1
Ali;3;m;1
Antoni;3;m;1
Aras;3;m;1
Armin;3;m;1
Aron;3;m;1
Arthur;3;m;1
Aryan;3;m;1
Avan;3;m;1
Ayan;3;m;1
Ayaz;3;m;1
Caleb;3;m;1
Carl;3;m;1
Carlos;3;m;1
Constantin;3;m;1
Dante;3;m;1
Diego;3;m;1
Eliano;3;m;1
Elijah;3;m;1
Emmanuel;3;m;1
Enes;3;m;1
Enzo;3;m;1
Eric;3;m;1
Evan;3;m;1
Eymen;3;m;1
Hassan;3;m;1
Ilay;3;m;1
James;3;m;1
Jannes;3;m;1
Jannik;3;m;1
Jannis;3;m;1
John;3;m;1
Jon;3;m;1
Karlo;3;m;1
Keanu;3;m;1
Lenny;3;m;1
Leyan;3;m;1
Lias;3;m;1
Mael;3;m;1
Mahir;3;m;1
Marius;3;m;1
Mattheo;3;m;1
Mehmet;3;m;1
Milas;3;m;1
Mino;3;m;1
Mirac;3;m;1
Muhammad;3;m;1
Naser;3;m;1
Nathanael;3;m;1
Nino;3;m;1
Pablo;3;m;1
Philipp;3;m;1
Piet;3;m;1
Richard;3;m;1
Roman;3;m;1
Silas;3;m;1
Tristan;3;m;1
Valerian;3;m;1
Willi;3;m;1
Yasha;3;m;1
Yassin;3;m;1
Yunus;3;m;1
Zain;3;m;1
Ziyad;3;m;1
Alma;3;w;2
Anneliese;3;w;2
Ayla;3;w;2
Christine;3;w;2
Clara;3;w;2
Ingrid;3;w;2
Jolie;3;w;2
Kaur;3;w;2
Klara;3;w;2
Laura;3;w;2
Lena;3;w;2
Leni;3;w;2
Lotte;3;w;2
Louisa;3;w;2
Madita;3;w;2
Margareta;3;w;2
Marleen;3;w;2
Mavie;3;w;2
Merle;3;w;2
Michelle;3;w;2
Mira;3;w;2
Oleksandrivna;3;w;2
Paula;3;w;2
Theresa;3;w;2
Valeria;3;w;2
Adam;3;m;2
Adrian;3;m;2
Albert;3;m;2
Andrei;3;m;2
Arthur;3;m;2
Carlo;3;m;2
Clemens;3;m;2
Dean;3;m;2
Fritz;3;m;2
Georg;3;m;2
Gerhard;3;m;2
Herbert;3;m;2
Johann;3;m;2
John;3;m;2
Jonah;3;m;2
Joseph;3;m;2
Julius;3;m;2
Kian;3;m;2
Leonard;3;m;2
Levin;3;m;2
Maria;3;m;2
Markus;3;m;2
Martin;3;m;2
Mats;3;m;2
Michael;3;m;2
Mohammed;3;m;2
Mustafa;3;m;2
Oscar;3;m;2
Silas;3;m;2
Singh;3;m;2
Thomas;3;m;2
Tom;3;m;2
Luise;3;w;3
Friedrich;3;m;3
Wilhelm;3;m;3
Aaliyah;2;w;1
Abigail;2;w;1
Aitana;2;w;1
Ajana;2;w;1
Ajla;2;w;1
Alexandra;2;w;1
Aleyna;2;w;1
Alicia;2;w;1
Alin;2;w;1
Aliya;2;w;1
Almira;2;w;1
Amila;2;w;1
Amirah;2;w;1
Amra;2;w;1
Amy;2;w;1
Ana;2;w;1
Anais;2;w;1
Annelie;2;w;1
Ariana;2;w;1
Arina;2;w;1
Arya;2;w;1
Astrid;2;w;1
Beren;2;w;1
Cataleya;2;w;1
Cecilia;2;w;1
Celia;2;w;1
Celine;2;w;1
Charlie;2;w;1
Cilia;2;w;1
Dania;2;w;1
Delia;2;w;1
Dilara;2;w;1
Dunya;2;w;1
Ecrin;2;w;1
Elea;2;w;1
Elly;2;w;1
Eloise;2;w;1
Elvana;2;w;1
Emelie;2;w;1
Emilie;2;w;1
Friederike;2;w;1
Hayat;2;w;1
Hedi;2;w;1
Hela;2;w;1
Helia;2;w;1
Henrike;2;w;1
Hidaya;2;w;1
Hilda;2;w;1
Ina;2;w;1
Inayah;2;w;1
Irma;2;w;1
Iva;2;w;1
Ivy;2;w;1
Janna;2;w;1
Jannah;2;w;1
Jora;2;w;1
Joséphine;2;w;1
Jule;2;w;1
Juli;2;w;1
Julie;2;w;1
Kaia;2;w;1
Kaja;2;w;1
Kenza;2;w;1
Khadija;2;w;1
Kira;2;w;1
Klea;2;w;1
Laila;2;w;1
Layan;2;w;1
Lene;2;w;1
Leona;2;w;1
Letizia;2;w;1
Liah;2;w;1
Lilli;2;w;1
Lilou;2;w;1
Linea;2;w;1
Linn;2;w;1
Liselotte;2;w;1
Liyah;2;w;1
Liz;2;w;1
Lola;2;w;1
Lorena;2;w;1
Loresa;2;w;1
Luana;2;w;1
Lynn;2;w;1
Lyra;2;w;1
Malin;2;w;1
Mari;2;w;1
Marlena;2;w;1
Martha;2;w;1
Marwa;2;w;1
Mathea;2;w;1
Mathilde;2;w;1
Mayssa;2;w;1
Melek;2;w;1
Melissa;2;w;1
Milav;2;w;1
Milina;2;w;1
Milla;2;w;1
Milou;2;w;1
Miral;2;w;1
Miray;2;w;1
Miriam;2;w;1
Nada;2;w;1
Naya;2;w;1
Nelia;2;w;1
Neva;2;w;1
Nila;2;w;1
Niya;2;w;1
Noa;2;w;1
Noemi;2;w;1
Palina;2;w;1
Patricia;2;w;1
Rana;2;w;1
Reem;2;w;1
Rena;2;w;1
Rosa;2;w;1
Safia;2;w;1
Sama;2;w;1
Selma;2;w;1
Shams;2;w;1
Sidra;2;w;1
Simay;2;w;1
Smilla;2;w;1
Sofie;2;w;1
Sofiya;2;w;1
Tabea;2;w;1
Tajra;2;w;1
Tala;2;w;1
Talia;2;w;1
Tamara;2;w;1
Tara;2;w;1
Tasniem;2;w;1
Tasnim;2;w;1
Tea;2;w;1
Valeria;2;w;1
Yael;2;w;1
Ylvie;2;w;1
Zehra;2;w;1
Zlata;2;w;1
Abdul;2;m;1
Abel;2;m;1
Adar;2;m;1
Adil;2;m;1
Ahmed;2;m;1
Albert;2;m;1
Alessandro;2;m;1
Alfred;2;m;1
Alparslan;2;m;1
Alpha;2;m;1
Amal;2;m;1
Ares;2;m;1
Ario;2;m;1
Arion;2;m;1
Arvid;2;m;1
Aurel;2;m;1
Aurelio;2;m;1
Ayand;2;m;1
Ayden;2;m;1
Ayman;2;m;1
Baran;2;m;1
Bastian;2;m;1
Baybars;2;m;1
Bennet;2;m;1
Bo;2;m;1
Can;2;m;1
Colin;2;m;1
Collin;2;m;1
Cornelius;2;m;1
Cosmo;2;m;1
Damir;2;m;1
Dario;2;m;1
Dejan;2;m;1
Denis;2;m;1
Diell;2;m;1
Diyan;2;m;1
Dominick;2;m;1
Eliah;2;m;1
Eliel;2;m;1
Elio;2;m;1
Emanuel;2;m;1
Fabio;2;m;1
Ferdinand;2;m;1
Frederick;2;m;1
Friedrich;2;m;1
Gaspard;2;m;1
Gerald;2;m;1
Giuliano;2;m;1
Hasan;2;m;1
Henning;2;m;1
Hussein;2;m;1
Idris;2;m;1
Ilian;2;m;1
Imilian;2;m;1
Ismail;2;m;1
Jack;2;m;1
Jacob;2;m;1
Jakov;2;m;1
Jamal;2;m;1
Jamil;2;m;1
Janosch;2;m;1
Jaro;2;m;1
Jibril;2;m;1
Joel;2;m;1
Jordi;2;m;1
Joschua;2;m;1
Joseph;2;m;1
Junis;2;m;1
Justus;2;m;1
Kaan;2;m;1
Karam;2;m;1
Kaspar;2;m;1
Keno;2;m;1
Khalil;2;m;1
Kiano;2;m;1
Kirill;2;m;1
Lean;2;m;1
Leandro;2;m;1
Leif;2;m;1
Lenn;2;m;1
Lennox;2;m;1
Liano;2;m;1
Lion;2;m;1
Lorik;2;m;1
Louay;2;m;1
Luar;2;m;1
Luke;2;m;1
Maleo;2;m;1
Manuel;2;m;1
Marten;2;m;1
Marwan;2;m;1
Matej;2;m;1
Mayar;2;m;1
Mervan;2;m;1
Mike;2;m;1
Milian;2;m;1
Miro;2;m;1
Neo;2;m;1
Nevio;2;m;1
Nick;2;m;1
Nikita;2;m;1
Nil;2;m;1
Nilo;2;m;1
Osama;2;m;1
Osman;2;m;1
Paulinus;2;m;1
Pavel;2;m;1
Quinn;2;m;1
Rejan;2;m;1
Riad;2;m;1
Riyan;2;m;1
Roi;2;m;1
Ryan;2;m;1
Salim;2;m;1
Sanad;2;m;1
Sebastian;2;m;1
Sohaib;2;m;1
Theodoros;2;m;1
Thore;2;m;1
Timo;2;m;1
Titus;2;m;1
Umut;2;m;1
Valentino;2;m;1
Veit;2;m;1
Viktor;2;m;1
Yazan;2;m;1
Yiğit;2;m;1
Younes;2;m;1
Youssef;2;m;1
Zaid;2;m;1
Zakaria;2;m;1
Zidan;2;m;1
Aaliyah;2;w;2
Ada;2;w;2
Alea;2;w;2
Alice;2;w;2
Amadea;2;w;2
Amara;2;w;2
Amilia;2;w;2
Andrea;2;w;2
Andriivna;2;w;2
Angel;2;w;2
Anita;2;w;2
Anne;2;w;2
Anni;2;w;2
Aurora;2;w;2
Barbara;2;w;2
Carlotta;2;w;2
Carolina;2;w;2
Cecilia;2;w;2
Christina;2;w;2
Cleo;2;w;2
Dua;2;w;2
Emilie;2;w;2
Estelle;2;w;2
Fabienne;2;w;2
Felicia;2;w;2
Felina;2;w;2
Flora;2;w;2
Franziska;2;w;2
Frida;2;w;2
Gabriela;2;w;2
Hedwig;2;w;2
Hermine;2;w;2
Imani;2;w;2
Ina;2;w;2
Inaya;2;w;2
Isabell;2;w;2
Isabelle;2;w;2
Jasmin;2;w;2
Jolanda;2;w;2
Juna;2;w;2
Kristin;2;w;2
Lara;2;w;2
Levke;2;w;2
Lia;2;w;2
Linnea;2;w;2
Liya;2;w;2
Lou;2;w;2
Luzia;2;w;2
Madeleine;2;w;2
Mae;2;w;2
Magdalena;2;w;2
Malaika;2;w;2
Malin;2;w;2
Margarete;2;w;2
Margaretha;2;w;2
Margarethe;2;w;2
Marion;2;w;2
Martha;2;w;2
Matilda;2;w;2
Maya;2;w;2
Meryem;2;w;2
Milena;2;w;2
Nisa;2;w;2
Noemi;2;w;2
Nur;2;w;2
Philomena;2;w;2
Rebekka;2;w;2
Ruth;2;w;2
Salome;2;w;2
Shirin;2;w;2
Sky;2;w;2
Theodora;2;w;2
Theresia;2;w;2
Viktoria;2;w;2
Zeynep;2;w;2
Élise;2;w;2
Ahmed;2;m;2
Aleksandar;2;m;2
Alfred;2;m;2
Alois;2;m;2
Alparslan;2;m;2
Asaf;2;m;2
August;2;m;2
Bernd;2;m;2
Boris;2;m;2
Bruno;2;m;2
Carl;2;m;2
Caspar;2;m;2
Cristian;2;m;2
Dennis;2;m;2
Dominik;2;m;2
Elio;2;m;2
Emilian;2;m;2
Emiliano;2;m;2
Emin;2;m;2
Enno;2;m;2
Erik;2;m;2
Ethan;2;m;2
Gerd;2;m;2
Giuseppe;2;m;2
Guillermo;2;m;2
Hamza;2;m;2
Harald;2;m;2
Heinrich;2;m;2
Hendrik;2;m;2
Ibrahim;2;m;2
Issa;2;m;2
Jacob;2;m;2
Jakub;2;m;2
Jaro;2;m;2
Jonas;2;m;2
Karim;2;m;2
Kaspar;2;m;2
Kilian;2;m;2
Konrad;2;m;2
Konstantin;2;m;2
Lars;2;m;2
Leonardo;2;m;2
Leonidas;2;m;2
Linus;2;m;2
Luan;2;m;2
Luciano;2;m;2
Luiz;2;m;2
Mael;2;m;2
Manfred;2;m;2
Manuel;2;m;2
Marlon;2;m;2
Mateo;2;m;2
Mathias;2;m;2
Mattheo;2;m;2
Matti;2;m;2
Mattis;2;m;2
Maxim;2;m;2
Miguel;2;m;2
Mika;2;m;2
Miron;2;m;2
Mohamed;2;m;2
Nael;2;m;2
Nicolas;2;m;2
Nils;2;m;2
Oleksandrovych;2;m;2
Oskar;2;m;2
Otto;2;m;2
Oumar;2;m;2
Rafael;2;m;2
Ragnar;2;m;2
Ralf;2;m;2
Ramzanovič;2;m;2
Robert;2;m;2
Romeo;2;m;2
Rudolf;2;m;2
Salvatore;2;m;2
Simon;2;m;2
Stefan;2;m;2
Stephan;2;m;2
Till;2;m;2
Toni;2;m;2
Udo;2;m;2
Valentino;2;m;2
Wolf;2;m;2
Ziya;2;m;2
Elisabeth;2;w;3
Helene;2;w;3
Johanna;2;w;3
Josefine;2;w;3
Klara;2;w;3
Louise;2;w;3
Maria;2;w;3
Paula;2;w;3
Theresia;2;w;3
Yan;2;w;3
Anton;2;m;3
Daniel;2;m;3
Joachim;2;m;3
Johannes;2;m;3
Kurt;2;m;3
Leopold;2;m;3
Ludwig;2;m;3
Maximilian;2;m;3
Aadrika;1;w;1
Aadya;1;w;1
Aaylia;1;w;1
Adar;1;w;1
Adaya;1;w;1
Adea;1;w;1
Aden;1;w;1
Adhvenika;1;w;1
Adilia;1;w;1
Adiva;1;w;1
Adonaï;1;w;1
Adoniah;1;w;1
Adriana;1;w;1
Adrianna;1;w;1
Aemery;1;w;1
Afra;1;w;1
Agapi;1;w;1
Ahlam;1;w;1
Ahsen;1;w;1
Aicha;1;w;1
Aida;1;w;1
Ailin;1;w;1
Aissatou;1;w;1
Aizelle;1;w;1
Alara;1;w;1
Alaya;1;w;1
Alayah;1;w;1
Alayna;1;w;1
Alazne;1;w;1
Alba;1;w;1
Aldana;1;w;1
Aldea;1;w;1
Aleya;1;w;1
Alia;1;w;1
Alice;1;w;1
Alisa-Malia;1;w;1
Alisha;1;w;1
Alissia;1;w;1
Aliyah;1;w;1
Alysha;1;w;1
Amaia;1;w;1
Amalia-Ioana;1;w;1
Amalia-Marie;1;w;1
Amaliya;1;w;1
Amanah;1;w;1
Amanda;1;w;1
Amarachi;1;w;1
Amayah;1;w;1
Ambra;1;w;1
Amelya;1;w;1
Aminata;1;w;1
Amine;1;w;1
Amália;1;w;1
Amélia-Sophie;1;w;1
Analia;1;w;1
Anastasija;1;w;1
Anatolia;1;w;1
Andema-Ahana;1;w;1
Andrra;1;w;1
Aneliya;1;w;1
Anella;1;w;1
Angelina;1;w;1
Ani;1;w;1
Anina;1;w;1
Anisa;1;w;1
Anita;1;w;1
Anjela;1;w;1
Ann-Sophie;1;w;1
Anna-Lena;1;w;1
Anna-Lucie;1;w;1
Annabella;1;w;1
Annabelle;1;w;1
Annalena;1;w;1
Annika;1;w;1
Annikah;1;w;1
Anshaa;1;w;1
Antonija;1;w;1
Antoniya;1;w;1
Arianna;1;w;1
Ariege;1;w;1
Arin;1;w;1
Arja;1;w;1
Arla;1;w;1
Arlett;1;w;1
Arsema;1;w;1
Arwa;1;w;1
Asel;1;w;1
Asena;1;w;1
Asenat;1;w;1
Asia;1;w;1
Askja;1;w;1
Asma;1;w;1
Asrin;1;w;1
Asya;1;w;1
Atanasija;1;w;1
Aura;1;w;1
Aurelie;1;w;1
Aurélie;1;w;1
Aveka-Celina;1;w;1
Avesta;1;w;1
Aviana;1;w;1
Aviela;1;w;1
Avila;1;w;1
Avyanna;1;w;1
Awista;1;w;1
Axla;1;w;1
Ayaat;1;w;1
Aybüke;1;w;1
Aydan;1;w;1
Aylah;1;w;1
Aylia;1;w;1
Aylin;1;w;1
Ayline;1;w;1
Aysa;1;w;1
Aysima;1;w;1
Ayşe;1;w;1
Azka;1;w;1
Azra;1;w;1
Açelya;1;w;1
Baani;1;w;1
Bana;1;w;1
Beatrice;1;w;1
Bella;1;w;1
Berenike;1;w;1
Bettina;1;w;1
Beyza;1;w;1
Briana;1;w;1
Bruna;1;w;1
Bushra;1;w;1
Calie;1;w;1
Camila;1;w;1
Camilla;1;w;1
Cara;1;w;1
Cassandra;1;w;1
Cate;1;w;1
Celestine;1;w;1
Celin;1;w;1
Ceylin;1;w;1
Chloe;1;w;1
Christina;1;w;1
Chrysa;1;w;1
Chu;1;w;1
Cira;1;w;1
Clara-Sophie;1;w;1
Clarissa;1;w;1
Clea;1;w;1
Cloe;1;w;1
Coline;1;w;1
Constanze;1;w;1
Coralie;1;w;1
Cory;1;w;1
Cäcilia;1;w;1
Dahlia;1;w;1
Daisy;1;w;1
Dalal;1;w;1
Dalisha;1;w;1
Dana;1;w;1
Darina;1;w;1
Dea;1;w;1
Debora;1;w;1
Deborah-Sterling;1;w;1
Dela;1;w;1
Delal;1;w;1
Delwin;1;w;1
Derin;1;w;1
Derya;1;w;1
Detelina;1;w;1
Devin;1;w;1
Dila;1;w;1
Dilan;1;w;1
Dina;1;w;1
Dione;1;w;1
Dora;1;w;1
Dorothea;1;w;1
Dorsa;1;w;1
Doğa;1;w;1
Duena;1;w;1
Duha;1;w;1
Dîla;1;w;1
Eda;1;w;1
Eevi;1;w;1
Efat;1;w;1
Efnan;1;w;1
Egzona;1;w;1
Eileen;1;w;1
Ejona;1;w;1
