anzahl;vorname;geschlecht;position
6;Konstantin;m;1
6;Leonardo;m;1
6;Lino;m;1
6;Lucas;m;1
6;Mailo;m;1
6;Matti;m;1
6;Mattis;m;1
6;Mohamed;m;1
6;Mohammad;m;1
6;Muhammed;m;1
6;Nael;m;1
6;Nelio;m;1
6;Ole;m;1
6;Rio;m;1
6;Sam;m;1
6;Simon;m;1
6;Till;m;1
6;Tyler;m;1
6;Amelie;w;2
6;Elena;w;2
6;Frieda;w;2
6;Grace;w;2
6;Luise;w;2
6;Paulina;w;2
6;Pauline;w;2
6;Friedrich;m;2
6;Henry;m;2
6;Louis;m;2
6;Werner;m;2
6;Sophie;w;3
5;Anni;w;1
5;Eleonora;w;1
5;Elif;w;1
5;Elli;w;1
5;Emmi;w;1
5;Esther;w;1
5;Freya;w;1
5;Isabel;w;1
5;Jana;w;1
5;Josefine;w;1
5;Katharina;w;1
5;Laura;w;1
5;Layla;w;1
5;Leyla;w;1
5;Liliana;w;1
5;Linda;w;1
5;Mariam;w;1
5;Nala;w;1
5;Nika;w;1
5;Ophelia;w;1
5;Rebecca;w;1
5;Sara;w;1
5;Stella;w;1
5;Victoria;w;1
5;Viktoria;w;1
5;Zoey;w;1
5;Bela;m;1
5;Benno;m;1
5;Bruno;m;1
5;Clemens;m;1
5;Elian;m;1
5;Emir;m;1
5;Erik;m;1
5;Fabian;m;1
5;Florian;m;1
5;Franz;m;1
5;Ilias;m;1
5;Johannes;m;1
5;Joris;m;1
5;Kiyan;m;1
5;Lars;m;1
5;Lennard;m;1
5;Malte;m;1
5;Matheo;m;1
5;Matthias;m;1
5;Mohamad;m;1
5;Musa;m;1
5;Nathan;m;1
5;Nils;m;1
5;Thiago;m;1
5;Thilo;m;1
5;Tim;m;1
5;Zayn;m;1
5;Aurelia;w;2
5;Ella;w;2
5;Fiona;w;2
5;Ida;w;2
5;Louise;w;2
5;Luna;w;2
5;Malea;w;2
5;Malia;w;2
5;Marlene;w;2
5;Rosalie;w;2
5;Alexandru;m;2
5;Alp;m;2
5;Daniel;m;2
5;Ferdinand;m;2
5;Franz;m;2
5;Josef;m;2
5;Levi;m;2
5;Liam;m;2
5;Ludwig;m;2
5;Luis;m;2
5;Lukas;m;2
5;Michel;m;2
5;Oliver;m;2
5;Raphael;m;2
5;Mohammed;m;3
4;Alissa;w;1
4;Alva;w;1
4;Anastasia;w;1
4;Anne;w;1
4;Aria;w;1
4;Asiya;w;1
4;Dalia;w;1
4;Ellie;w;1
4;Hana;w;1
4;Helene;w;1
4;Ilaria;w;1
4;Jonna;w;1
4;Julia;w;1
4;Karla;w;1
4;Kiana;w;1
4;Kiara;w;1
4;Lana;w;1
4;Layana;w;1
4;Liva;w;1
4;Marla;w;1
4;Melina;w;1
4;Nela;w;1
4;Pia;w;1
4;Rosalia;w;1
4;Rosalie;w;1
4;Yasmin;w;1
4;Zoe;w;1
4;Adem;m;1
4;Alessio;m;1
4;Amar;m;1
4;Amin;m;1
4;Arne;m;1
4;Artur;m;1
4;Ayoub;m;1
4;Bilal;m;1
4;Charlie;m;1
4;Dean;m;1
4;Elia;m;1
4;Elyas;m;1
4;Emilian;m;1
4;Filip;m;1
4;Harun;m;1
4;Hugo;m;1
4;Jari;m;1
4;Jaron;m;1
4;Karim;m;1
4;Kilian;m;1
4;Konrad;m;1
4;Kuzey;m;1
4;Lasse;m;1
4;Leander;m;1
4;Lennart;m;1
4;Leopold;m;1
4;Lorenz;m;1
4;Mads;m;1
4;Marlo;m;1
4;Merlin;m;1
4;Michael;m;1
4;Michel;m;1
4;Mohammed;m;1
4;Mustafa;m;1
4;Nicolas;m;1
4;Niko;m;1
4;Oscar;m;1
4;Rafael;m;1
4;Rayan;m;1
4;Robert;m;1
4;Sami;m;1
4;Timur;m;1
4;Yaman;m;1
4;Yussef;m;1
4;Ömer;m;1
4;Antonia;w;2
4;Ava;w;2
4;Cataleya;w;2
4;Elisa;w;2
4;Elise;w;2
4;Gabriele;w;2
4;Helena;w;2
4;Josephine;w;2
4;Leonie;w;2
4;Lina;w;2
4;Lotta;w;2
4;Mathilda;w;2
4;Noelle;w;2
4;Rose;w;2
4;Thea;w;2
4;Valentina;w;2
4;Antonio;m;2
4;Ben;m;2
4;Benedikt;m;2
4;Benjamin;m;2
4;Bo;m;2
4;David;m;2
4;Fiete;m;2
4;Finn;m;2
4;Florian;m;2
4;Henri;m;2
4;James;m;2
4;Jasper;m;2
4;Joel;m;2
4;Klaus;m;2
4;Leo;m;2
4;Leon;m;2
4;Matthias;m;2
4;Max;m;2
4;Noel;m;2
4;Sebastian;m;2
4;Marie;w;3
4;Sophia;w;3
4;Peter;m;3
3;Ada;w;1
3;Alya;w;1
3;Amal;w;1
3;Amber;w;1
3;Anaya;w;1
3;Angela;w;1
3;Anissa;w;1
3;Assia;w;1
3;Audrey;w;1
3;Aya;w;1
3;Bora;w;1
3;Carolina;w;1
3;Chiara;w;1
3;Daria;w;1
3;Diana;w;1
3;Eleni;w;1
3;Ellen;w;1
3;Flora;w;1
3;Hafsa;w;1
3;Halima;w;1
3;Helin;w;1
3;Ikra;w;1
3;Jamila;w;1
3;Jara;w;1
3;Leen;w;1
3;Leonora;w;1
3;Lilia;w;1
3;Lotte;w;1
3;Lou;w;1
3;Lucy;w;1
3;Madeleine;w;1
3;Malak;w;1
3;Marina;w;1
3;Marleen;w;1
3;Marlie;w;1
3;Maryam;w;1
3;Masal;w;1
3;Nayla;w;1
3;Nola;w;1
3;Nour;w;1
3;Nova;w;1
3;Safiya;w;1
3;Salma;w;1
3;Samira;w;1
3;Solomia;w;1
3;Tessa;w;1
3;Theresa;w;1
3;Tiana;w;1
3;Tuana;w;1
3;Valentina;w;1
3;Viola;w;1
3;Wilhelmina;w;1
3;Wilma;w;1
3;Yara;w;1
3;Ylvi;w;1
3;Abdullah;m;1
3;Adnan;m;1
3;Alexandros;m;1
3;Ali;m;1
3;Antoni;m;1
3;Aras;m;1
3;Armin;m;1
3;Aron;m;1
3;Arthur;m;1
3;Aryan;m;1
3;Avan;m;1
3;Ayan;m;1
3;Ayaz;m;1
3;Caleb;m;1
3;Carl;m;1
3;Carlos;m;1
3;Constantin;m;1
3;Dante;m;1
3;Diego;m;1
3;Eliano;m;1
3;Elijah;m;1
3;Emmanuel;m;1
3;Enes;m;1
3;Enzo;m;1
3;Eric;m;1
3;Evan;m;1
3;Eymen;m;1
3;Hassan;m;1
3;Ilay;m;1
3;James;m;1
3;Jannes;m;1
3;Jannik;m;1
3;Jannis;m;1
3;John;m;1
3;Jon;m;1
3;Karlo;m;1
3;Keanu;m;1
3;Lenny;m;1
3;Leyan;m;1
3;Lias;m;1
3;Mael;m;1
3;Mahir;m;1
3;Marius;m;1
3;Mattheo;m;1
3;Mehmet;m;1
3;Milas;m;1
3;Mino;m;1
3;Mirac;m;1
3;Muhammad;m;1
3;Naser;m;1
3;Nathanael;m;1
3;Nino;m;1
3;Pablo;m;1
3;Philipp;m;1
3;Piet;m;1
3;Richard;m;1
3;Roman;m;1
3;Silas;m;1
3;Tristan;m;1
3;Valerian;m;1
3;Willi;m;1
3;Yasha;m;1
3;Yassin;m;1
3;Yunus;m;1
3;Zain;m;1
3;Ziyad;m;1
3;Alma;w;2
3;Anneliese;w;2
3;Ayla;w;2
3;Christine;w;2
3;Clara;w;2
3;Ingrid;w;2
3;Jolie;w;2
3;Kaur;w;2
3;Klara;w;2
3;Laura;w;2
3;Lena;w;2
3;Leni;w;2
3;Lotte;w;2
3;Louisa;w;2
3;Madita;w;2
3;Margareta;w;2
3;Marleen;w;2
3;Mavie;w;2
3;Merle;w;2
3;Michelle;w;2
3;Mira;w;2
3;Oleksandrivna;w;2
3;Paula;w;2
3;Theresa;w;2
3;Valeria;w;2
3;Adam;m;2
3;Adrian;m;2
3;Albert;m;2
3;Andrei;m;2
3;Arthur;m;2
3;Carlo;m;2
3;Clemens;m;2
3;Dean;m;2
3;Fritz;m;2
3;Georg;m;2
3;Gerhard;m;2
3;Herbert;m;2
3;Johann;m;2
3;John;m;2
3;Jonah;m;2
3;Joseph;m;2
3;Julius;m;2
3;Kian;m;2
3;Leonard;m;2
3;Levin;m;2
3;Maria;m;2
3;Markus;m;2
3;Martin;m;2
3;Mats;m;2
3;Michael;m;2
3;Mohammed;m;2
3;Mustafa;m;2
3;Oscar;m;2
3;Silas;m;2
3;Singh;m;2
3;Thomas;m;2
3;Tom;m;2
3;Luise;w;3
3;Friedrich;m;3
3;Wilhelm;m;3
2;Aaliyah;w;1
2;Abigail;w;1
2;Aitana;w;1
2;Ajana;w;1
2;Ajla;w;1
2;Alexandra;w;1
2;Aleyna;w;1
2;Alicia;w;1
2;Alin;w;1
2;Aliya;w;1
2;Almira;w;1
2;Amila;w;1
2;Amirah;w;1
2;Amra;w;1
2;Amy;w;1
2;Ana;w;1
2;Anais;w;1
2;Annelie;w;1
2;Ariana;w;1
2;Arina;w;1
2;Arya;w;1
2;Astrid;w;1
2;Beren;w;1
2;Cataleya;w;1
2;Cecilia;w;1
2;Celia;w;1
2;Celine;w;1
2;Charlie;w;1
2;Cilia;w;1
2;Dania;w;1
2;Delia;w;1
2;Dilara;w;1
2;Dunya;w;1
2;Ecrin;w;1
2;Elea;w;1
2;Elly;w;1
2;Eloise;w;1
2;Elvana;w;1
2;Emelie;w;1
2;Emilie;w;1
2;Friederike;w;1
2;Hayat;w;1
2;Hedi;w;1
2;Hela;w;1
2;Helia;w;1
2;Henrike;w;1
2;Hidaya;w;1
2;Hilda;w;1
2;Ina;w;1
2;Inayah;w;1
2;Irma;w;1
2;Iva;w;1
2;Ivy;w;1
2;Janna;w;1
2;Jannah;w;1
2;Jora;w;1
2;Joséphine;w;1
2;Jule;w;1
2;Juli;w;1
2;Julie;w;1
2;Kaia;w;1
2;Kaja;w;1
2;Kenza;w;1
2;Khadija;w;1
2;Kira;w;1
2;Klea;w;1
2;Laila;w;1
2;Layan;w;1
2;Lene;w;1
2;Leona;w;1
2;Letizia;w;1
2;Liah;w;1
2;Lilli;w;1
2;Lilou;w;1
2;Linea;w;1
2;Linn;w;1
2;Liselotte;w;1
2;Liyah;w;1
2;Liz;w;1
2;Lola;w;1
2;Lorena;w;1
2;Loresa;w;1
2;Luana;w;1
2;Lynn;w;1
2;Lyra;w;1
2;Malin;w;1
2;Mari;w;1
2;Marlena;w;1
2;Martha;w;1
2;Marwa;w;1
2;Mathea;w;1
2;Mathilde;w;1
2;Mayssa;w;1
2;Melek;w;1
2;Melissa;w;1
2;Milav;w;1
2;Milina;w;1
2;Milla;w;1
2;Milou;w;1
2;Miral;w;1
2;Miray;w;1
2;Miriam;w;1
2;Nada;w;1
2;Naya;w;1
2;Nelia;w;1
2;Neva;w;1
2;Nila;w;1
2;Niya;w;1
2;Noa;w;1
2;Noemi;w;1
2;Palina;w;1
2;Patricia;w;1
2;Rana;w;1
2;Reem;w;1
2;Rena;w;1
2;Rosa;w;1
2;Safia;w;1
2;Sama;w;1
2;Selma;w;1
2;Shams;w;1
2;Sidra;w;1
2;Simay;w;1
2;Smilla;w;1
2;Sofie;w;1
2;Sofiya;w;1
2;Tabea;w;1
2;Tajra;w;1
2;Tala;w;1
2;Talia;w;1
2;Tamara;w;1
2;Tara;w;1
2;Tasniem;w;1
2;Tasnim;w;1
2;Tea;w;1
2;Valeria;w;1
2;Yael;w;1
2;Ylvie;w;1
2;Zehra;w;1
2;Zlata;w;1
2;Abdul;m;1
2;Abel;m;1
2;Adar;m;1
2;Adil;m;1
2;Ahmed;m;1
2;Albert;m;1
2;Alessandro;m;1
2;Alfred;m;1
2;Alparslan;m;1
2;Alpha;m;1
2;Amal;m;1
2;Ares;m;1
2;Ario;m;1
2;Arion;m;1
2;Arvid;m;1
2;Aurel;m;1
2;Aurelio;m;1
2;Ayand;m;1
2;Ayden;m;1
2;Ayman;m;1
2;Baran;m;1
2;Bastian;m;1
2;Baybars;m;1
2;Bennet;m;1
2;Bo;m;1
2;Can;m;1
2;Colin;m;1
2;Collin;m;1
2;Cornelius;m;1
2;Cosmo;m;1
2;Damir;m;1
2;Dario;m;1
2;Dejan;m;1
2;Denis;m;1
2;Diell;m;1
2;Diyan;m;1
2;Dominick;m;1
2;Eliah;m;1
2;Eliel;m;1
2;Elio;m;1
2;Emanuel;m;1
2;Fabio;m;1
2;Ferdinand;m;1
2;Frederick;m;1
2;Friedrich;m;1
2;Gaspard;m;1
2;Gerald;m;1
2;Giuliano;m;1
2;Hasan;m;1
2;Henning;m;1
2;Hussein;m;1
2;Idris;m;1
2;Ilian;m;1
2;Imilian;m;1
2;Ismail;m;1
2;Jack;m;1
2;Jacob;m;1
2;Jakov;m;1
2;Jamal;m;1
2;Jamil;m;1
2;Janosch;m;1
2;Jaro;m;1
2;Jibril;m;1
2;Joel;m;1
2;Jordi;m;1
2;Joschua;m;1
2;Joseph;m;1
2;Junis;m;1
2;Justus;m;1
2;Kaan;m;1
2;Karam;m;1
2;Kaspar;m;1
2;Keno;m;1
2;Khalil;m;1
2;Kiano;m;1
2;Kirill;m;1
2;Lean;m;1
2;Leandro;m;1
2;Leif;m;1
2;Lenn;m;1
2;Lennox;m;1
2;Liano;m;1
2;Lion;m;1
2;Lorik;m;1
2;Louay;m;1
2;Luar;m;1
2;Luke;m;1
2;Maleo;m;1
2;Manuel;m;1
2;Marten;m;1
2;Marwan;m;1
2;Matej;m;1
2;Mayar;m;1
2;Mervan;m;1
2;Mike;m;1
2;Milian;m;1
2;Miro;m;1
2;Neo;m;1
2;Nevio;m;1
2;Nick;m;1
2;Nikita;m;1
2;Nil;m;1
2;Nilo;m;1
2;Osama;m;1
2;Osman;m;1
2;Paulinus;m;1
2;Pavel;m;1
2;Quinn;m;1
2;Rejan;m;1
2;Riad;m;1
2;Riyan;m;1
2;Roi;m;1
2;Ryan;m;1
2;Salim;m;1
2;Sanad;m;1
2;Sebastian;m;1
2;Sohaib;m;1
2;Theodoros;m;1
2;Thore;m;1
2;Timo;m;1
2;Titus;m;1
2;Umut;m;1
2;Valentino;m;1
2;Veit;m;1
2;Viktor;m;1
2;Yazan;m;1
2;Yiğit;m;1
2;Younes;m;1
2;Youssef;m;1
2;Zaid;m;1
2;Zakaria;m;1
2;Zidan;m;1
2;Aaliyah;w;2
2;Ada;w;2
2;Alea;w;2
2;Alice;w;2
2;Amadea;w;2
2;Amara;w;2
2;Amilia;w;2
2;Andrea;w;2
2;Andriivna;w;2
2;Angel;w;2
2;Anita;w;2
2;Anne;w;2
2;Anni;w;2
2;Aurora;w;2
2;Barbara;w;2
2;Carlotta;w;2
2;Carolina;w;2
2;Cecilia;w;2
2;Christina;w;2
2;Cleo;w;2
2;Dua;w;2
2;Emilie;w;2
2;Estelle;w;2
2;Fabienne;w;2
2;Felicia;w;2
2;Felina;w;2
2;Flora;w;2
2;Franziska;w;2
2;Frida;w;2
2;Gabriela;w;2
2;Hedwig;w;2
2;Hermine;w;2
2;Imani;w;2
2;Ina;w;2
2;Inaya;w;2
2;Isabell;w;2
2;Isabelle;w;2
2;Jasmin;w;2
2;Jolanda;w;2
2;Juna;w;2
2;Kristin;w;2
2;Lara;w;2
2;Levke;w;2
2;Lia;w;2
2;Linnea;w;2
2;Liya;w;2
2;Lou;w;2
2;Luzia;w;2
2;Madeleine;w;2
2;Mae;w;2
2;Magdalena;w;2
2;Malaika;w;2
2;Malin;w;2
2;Margarete;w;2
2;Margaretha;w;2
2;Margarethe;w;2
2;Marion;w;2
2;Martha;w;2
2;Matilda;w;2
2;Maya;w;2
2;Meryem;w;2
2;Milena;w;2
2;Nisa;w;2
2;Noemi;w;2
2;Nur;w;2
2;Philomena;w;2
2;Rebekka;w;2
2;Ruth;w;2
2;Salome;w;2
2;Shirin;w;2
2;Sky;w;2
2;Theodora;w;2
2;Theresia;w;2
2;Viktoria;w;2
2;Zeynep;w;2
2;Élise;w;2
2;Ahmed;m;2
2;Aleksandar;m;2
2;Alfred;m;2
2;Alois;m;2
2;Alparslan;m;2
2;Asaf;m;2
2;August;m;2
2;Bernd;m;2
2;Boris;m;2
2;Bruno;m;2
2;Carl;m;2
2;Caspar;m;2
2;Cristian;m;2
2;Dennis;m;2
2;Dominik;m;2
2;Elio;m;2
2;Emilian;m;2
2;Emiliano;m;2
2;Emin;m;2
2;Enno;m;2
2;Erik;m;2
2;Ethan;m;2
2;Gerd;m;2
2;Giuseppe;m;2
2;Guillermo;m;2
2;Hamza;m;2
2;Harald;m;2
2;Heinrich;m;2
2;Hendrik;m;2
2;Ibrahim;m;2
2;Issa;m;2
2;Jacob;m;2
2;Jakub;m;2
2;Jaro;m;2
2;Jonas;m;2
2;Karim;m;2
2;Kaspar;m;2
2;Kilian;m;2
2;Konrad;m;2
2;Konstantin;m;2
2;Lars;m;2
2;Leonardo;m;2
2;Leonidas;m;2
2;Linus;m;2
2;Luan;m;2
2;Luciano;m;2
2;Luiz;m;2
2;Mael;m;2
2;Manfred;m;2
2;Manuel;m;2
2;Marlon;m;2
2;Mateo;m;2
2;Mathias;m;2
2;Mattheo;m;2
2;Matti;m;2
2;Mattis;m;2
2;Maxim;m;2
2;Miguel;m;2
2;Mika;m;2
2;Miron;m;2
2;Mohamed;m;2
2;Nael;m;2
2;Nicolas;m;2
2;Nils;m;2
2;Oleksandrovych;m;2
2;Oskar;m;2
2;Otto;m;2
2;Oumar;m;2
2;Rafael;m;2
2;Ragnar;m;2
2;Ralf;m;2
2;Ramzanovič;m;2
2;Robert;m;2
2;Romeo;m;2
2;Rudolf;m;2
2;Salvatore;m;2
2;Simon;m;2
2;Stefan;m;2
2;Stephan;m;2
2;Till;m;2
2;Toni;m;2
2;Udo;m;2
2;Valentino;m;2
2;Wolf;m;2
2;Ziya;m;2
2;Elisabeth;w;3
2;Helene;w;3
2;Johanna;w;3
2;Josefine;w;3
2;Klara;w;3
2;Louise;w;3
2;Maria;w;3
2;Paula;w;3
2;Theresia;w;3
2;Yan;w;3
2;Anton;m;3
2;Daniel;m;3
2;Joachim;m;3
2;Johannes;m;3
2;Kurt;m;3
2;Leopold;m;3
2;Ludwig;m;3
2;Maximilian;m;3
1;Aadrika;w;1
1;Aadya;w;1
1;Aaylia;w;1
1;Adar;w;1
1;Adaya;w;1
1;Adea;w;1
1;Aden;w;1
1;Adhvenika;w;1
1;Adilia;w;1
1;Adiva;w;1
1;Adonaï;w;1
1;Adoniah;w;1
1;Adriana;w;1
1;Adrianna;w;1
1;Aemery;w;1
1;Afra;w;1
1;Agapi;w;1
1;Ahlam;w;1
1;Ahsen;w;1
1;Aicha;w;1
1;Aida;w;1
1;Ailin;w;1
1;Aissatou;w;1
1;Aizelle;w;1
1;Alara;w;1
1;Alaya;w;1
1;Alayah;w;1
1;Alayna;w;1
1;Alazne;w;1
1;Alba;w;1
1;Aldana;w;1
1;Aldea;w;1
1;Aleya;w;1
1;Alia;w;1
1;Alice;w;1
1;Alisa-Malia;w;1
1;Alisha;w;1
1;Alissia;w;1
1;Aliyah;w;1
1;Alysha;w;1
1;Amaia;w;1
1;Amalia-Ioana;w;1
1;Amalia-Marie;w;1
1;Amaliya;w;1
1;Amanah;w;1
1;Amanda;w;1
1;Amarachi;w;1
1;Amayah;w;1
1;Ambra;w;1
1;Amelya;w;1
1;Aminata;w;1
1;Amine;w;1
1;Amália;w;1
1;Amélia-Sophie;w;1
1;Analia;w;1
1;Anastasija;w;1
1;Anatolia;w;1
1;Andema-Ahana;w;1
1;Andrra;w;1
1;Aneliya;w;1
1;Anella;w;1
1;Angelina;w;1
1;Ani;w;1
1;Anina;w;1
1;Anisa;w;1
1;Anita;w;1
1;Anjela;w;1
1;Ann-Sophie;w;1
1;Anna-Lena;w;1
1;Anna-Lucie;w;1
1;Annabella;w;1
1;Annabelle;w;1
1;Annalena;w;1
1;Annika;w;1
1;Annikah;w;1
1;Anshaa;w;1
1;Antonija;w;1
1;Antoniya;w;1
1;Arianna;w;1
1;Ariege;w;1
1;Arin;w;1
1;Arja;w;1
1;Arla;w;1
1;Arlett;w;1
1;Arsema;w;1
1;Arwa;w;1
1;Asel;w;1
1;Asena;w;1
1;Asenat;w;1
1;Asia;w;1
1;Askja;w;1
1;Asma;w;1
1;Asrin;w;1
1;Asya;w;1
1;Atanasija;w;1
1;Aura;w;1
1;Aurelie;w;1
1;Aurélie;w;1
1;Aveka-Celina;w;1
1;Avesta;w;1
1;Aviana;w;1
1;Aviela;w;1
1;Avila;w;1
1;Avyanna;w;1
1;Awista;w;1
1;Axla;w;1
1;Ayaat;w;1
1;Aybüke;w;1
1;Aydan;w;1
1;Aylah;w;1
1;Aylia;w;1
1;Aylin;w;1
1;Ayline;w;1
1;Aysa;w;1
1;Aysima;w;1
1;Ayşe;w;1
1;Azka;w;1
1;Azra;w;1
1;Açelya;w;1
1;Baani;w;1
1;Bana;w;1
1;Beatrice;w;1
1;Bella;w;1
1;Berenike;w;1
1;Bettina;w;1
1;Beyza;w;1
1;Briana;w;1
1;Bruna;w;1
1;Bushra;w;1
1;Calie;w;1
1;Camila;w;1
1;Camilla;w;1
1;Cara;w;1
1;Cassandra;w;1
1;Cate;w;1
1;Celestine;w;1
1;Celin;w;1
1;Ceylin;w;1
1;Chloe;w;1
1;Christina;w;1
1;Chrysa;w;1
1;Chu;w;1
1;Cira;w;1
1;Clara-Sophie;w;1
1;Clarissa;w;1
1;Clea;w;1
1;Cloe;w;1
1;Coline;w;1
1;Constanze;w;1
1;Coralie;w;1
1;Cory;w;1
1;Cäcilia;w;1
1;Dahlia;w;1
1;Daisy;w;1
1;Dalal;w;1
1;Dalisha;w;1
1;Dana;w;1
1;Darina;w;1
1;Dea;w;1
1;Debora;w;1
1;Deborah-Sterling;w;1
1;Dela;w;1
1;Delal;w;1
1;Delwin;w;1
1;Derin;w;1
1;Derya;w;1
1;Detelina;w;1
1;Devin;w;1
1;Dila;w;1
1;Dilan;w;1
1;Dina;w;1
1;Dione;w;1
1;Dora;w;1
1;Dorothea;w;1
1;Dorsa;w;1
1;Doğa;w;1
1;Duena;w;1
1;Duha;w;1
1;Dîla;w;1
1;Eda;w;1
1;Eevi;w;1
1;Efat;w;1
1;Efnan;w;1
1;Egzona;w;1
1;Eileen;w;1
1;Ejona;w;1
