anzahl;vorname;geschlecht;position
6;Leana;w;1
6;Leyla;w;1
6;Liv;w;1
6;Liya;w;1
6;Lotte;w;1
6;Mariam;w;1
6;Maryam;w;1
6;Merle;w;1
6;Rebecca;w;1
6;Valerie;w;1
6;Yasmin;w;1
6;Ahmad;m;1
6;Damian;m;1
6;Ilyas;m;1
6;Jacob;m;1
6;John;m;1
6;Jona;m;1
6;Leonardo;m;1
6;Lias;m;1
6;Lino;m;1
6;Marc;m;1
6;Matti;m;1
6;Mio;m;1
6;Nael;m;1
6;Nathan;m;1
6;Neo;m;1
6;Till;m;1
5;Amalia;w;2
5;Carlotta;w;2
5;Elena;w;2
5;Lou;w;2
5;Lucia;w;2
5;Marlen;w;2
5;Mia;w;2
5;Paulina;w;2
5;Artur;m;2
5;Can;m;2
5;Carl;m;2
5;Christoph;m;2
5;Eliah;m;2
5;Henri;m;2
5;Julian;m;2
5;Karl;m;2
5;Liam;m;2
5;Moritz;m;2
5;Raphael;m;2
5;Richard;m;2
5;Theo;m;2
5;Ada;w;1
5;Amelia;w;1
5;Amy;w;1
5;Anni;w;1
5;Aurelia;w;1
5;Ayla;w;1
5;Clea;w;1
5;Diana;w;1
5;Ela;w;1
5;Eliana;w;1
5;Elli;w;1
5;Eva;w;1
5;Fiona;w;1
5;Flora;w;1
5;Isabel;w;1
5;Kira;w;1
5;Lana;w;1
5;Linda;w;1
5;Abdullah;m;1
5;Livia;w;1
5;Ali;m;1
5;Luana;w;1
5;Benno;m;1
5;Madita;w;1
5;Carlo;m;1
5;Maila;w;1
5;Christian;m;1
5;Malia;w;1
5;Dominik;m;1
5;Mina;w;1
5;Elian;m;1
5;Mona;w;1
5;Friedrich;m;1
5;Neele;w;1
5;Fritz;m;1
5;Nina;w;1
5;Hasan;m;1
5;Philippa;w;1
5;Ibrahim;m;1
5;Theresa;w;1
5;Jannik;m;1
5;Jaron;m;1
5;Kiyan;m;1
5;Konrad;m;1
5;Leopold;m;1
5;Malte;m;1
5;Martin;m;1
5;Oscar;m;1
5;Sam;m;1
5;Sebastian;m;1
5;Yassin;m;1
5;Yiğit;m;1
5;Yousef;m;1
4;Charlotte;w;3
4;Elisabeth;w;3
4;Katharina;w;3
4;Marie;w;3
4;Amelie;w;2
4;Aurelia;w;2
4;Christine;w;2
4;Clara;w;2
4;Dorothea;w;2
4;Felicitas;w;2
4;Franziska;w;2
4;Friederike;w;2
4;Helena;w;2
4;Isabel;w;2
4;Josefine;w;2
4;Leonie;w;2
4;Lisa;w;2
4;Martha;w;2
4;Sarah;w;2
4;Sofia;w;2
4;Amin;m;2
4;Valentina;w;2
4;Andreas;m;2
4;Benedikt;m;2
4;Emanuel;m;2
4;Emilio;m;2
4;Erich;m;2
4;Eymen;m;2
4;Ferdinand;m;2
4;Finn;m;2
4;Fritz;m;2
4;Georg;m;2
4;Heinrich;m;2
4;Joachim;m;2
4;John;m;2
4;Leander;m;2
4;Leo;m;2
4;Magnus;m;2
4;Mattis;m;2
4;Max;m;2
4;Nikolas;m;2
4;Oskar;m;2
4;Philipp;m;2
4;Tobias;m;2
4;Alexandra;w;1
4;Alisa;w;1
4;Christina;w;1
4;Edda;w;1
4;Elif;w;1
4;Elina;w;1
4;Helene;w;1
4;Hiba;w;1
4;Isabelle;w;1
4;Jette;w;1
4;Jule;w;1
4;Khadija;w;1
4;Leah;w;1
4;Aiden;m;1
4;Leona;w;1
4;Albert;m;1
4;Liah;w;1
4;Alex;m;1
4;Lorena;w;1
4;Amin;m;1
4;Lucy;w;1
4;Anas;m;1
4;Marla;w;1
4;Aras;m;1
4;Marleen;w;1
4;Ayman;m;1
4;Melek;w;1
4;Bennet;m;1
4;Milena;w;1
4;Ferdinand;m;1
4;Nadia;w;1
4;Hamza;m;1
4;Noemi;w;1
4;Hanno;m;1
4;Ruby;w;1
4;Henrik;m;1
4;Safiya;w;1
4;Issa;m;1
4;Tala;w;1
4;Jannes;m;1
4;Viktoria;w;1
4;Jasper;m;1
4;Johan;m;1
4;Jonte;m;1
4;Lars;m;1
4;Leander;m;1
4;Leano;m;1
4;Luka;m;1
4;Merlin;m;1
4;Mikail;m;1
4;Mohammed;m;1
4;Muhammad;m;1
4;Muhammed;m;1
4;Noyan;m;1
4;Robert;m;1
4;Rufus;m;1
4;Silas;m;1
4;Thilo;m;1
4;Timur;m;1
4;Tobias;m;1
4;Tyler;m;1
4;Yasin;m;1
4;Younes;m;1
3;Ferdinand;m;3
3;Friedrich;m;3
3;Georg;m;3
3;Maximilian;m;3
3;Rudolf;m;3
3;Marianne;w;3
3;Alina;w;2
3;Barbara;w;2
3;Elif;w;2
3;Elina;w;2
3;Emilie;w;2
3;Emmi;w;2
3;Esmeralda;w;2
3;Eva;w;2
3;Freya;w;2
3;Greta;w;2
3;Isabella;w;2
3;Kim;w;2
3;Klara;w;2
3;Lea;w;2
3;Lena;w;2
3;Lilli;w;2
3;Liv;w;2
3;Liya;w;2
3;Louisa;w;2
3;Louise;w;2
3;Marleen;w;2
3;Mathilde;w;2
3;Adrian;m;2
3;Matilda;w;2
3;Albert;m;2
3;Maya;w;2
3;Ali;m;2
3;Mila;w;2
3;Alp;m;2
3;Paula;w;2
3;Arian;m;2
3;Philine;w;2
3;Arthur;m;2
3;Romy;w;2
3;Christopher;m;2
3;Zoe;w;2
3;Constantin;m;2
3;Dominik;m;2
3;Efe;m;2
3;Enes;m;2
3;Felipe;m;2
3;Franz;m;2
3;Gerhard;m;2
3;Hans;m;2
3;Hussain;m;2
3;Jannis;m;2
3;Janosch;m;2
3;Jonas;m;2
3;Julius;m;2
3;Khalil;m;2
3;Konstantin;m;2
3;Leonardo;m;2
3;Luca;m;2
3;Luis;m;2
3;Lukas;m;2
3;Marcel;m;2
3;Markus;m;2
3;Matheo;m;2
3;Mats;m;2
3;Matti;m;2
3;Michel;m;2
3;Milan;m;2
3;Milo;m;2
3;Mustafa;m;2
3;Nathan;m;2
3;Nils;m;2
3;Noel;m;2
3;Oliver;m;2
3;Peter;m;2
3;Rasmus;m;2
3;Robin;m;2
3;Ruben;m;2
3;Stefan;m;2
3;William;m;2
3;Alara;w;1
3;Alice;w;1
3;Alicia;w;1
3;Aliyah;w;1
3;Amal;w;1
3;Amaya;w;1
3;Amilia;w;1
3;Angelina;w;1
3;Annika;w;1
3;Ariana;w;1
3;Carolina;w;1
3;Chiara;w;1
3;Cleo;w;1
3;Dana;w;1
3;Defne;w;1
3;Delia;w;1
3;Dilara;w;1
3;Eleni;w;1
3;Elise;w;1
3;Ellie;w;1
3;Emelie;w;1
3;Emilie;w;1
3;Ahmet;m;1
3;Estelle;w;1
3;Ajan;m;1
3;Evelyn;w;1
3;Alessandro;m;1
3;Ewa;w;1
3;Alperen;m;1
3;Florentine;w;1
3;Aram;m;1
3;Franziska;w;1
3;Arian;m;1
3;Heidi;w;1
3;Artjom;m;1
3;Henriette;w;1
3;Berkay;m;1
3;Ileyna;w;1
3;Can;m;1
3;Ivana;w;1
3;Caspar;m;1
3;Jinan;w;1
3;Charlie;m;1
3;Jonna;w;1
3;Clemens;m;1
3;Josefine;w;1
3;Conrad;m;1
3;Judith;w;1
3;Constantin;m;1
3;Karlotta;w;1
3;Elia;m;1
3;Laila;w;1
3;Elijah;m;1
3;Lavin;w;1
3;Emre;m;1
3;Layla;w;1
3;Farid;m;1
3;Lene;w;1
3;Fiete;m;1
3;Lilli;w;1
3;Filip;m;1
3;Louise;w;1
3;Frederick;m;1
3;Magdalena;w;1
3;Giuliano;m;1
3;Malak;w;1
3;Ilan;m;1
3;Malea;w;1
3;Ilias;m;1
3;Malena;w;1
3;Ivan;m;1
3;Marina;w;1
3;Janne;m;1
3;Marlie;w;1
3;Jano;m;1
3;Mathea;w;1
3;Janosch;m;1
3;Melisa;w;1
3;Jayden;m;1
3;Meriem;w;1
3;Joel;m;1
3;Miray;w;1
3;Julien;m;1
3;Nika;w;1
3;Kenan;m;1
3;Nisa;w;1
3;Lennart;m;1
3;Sally;w;1
3;Lian;m;1
3;Samira;w;1
3;Liano;m;1
3;Selma;w;1
3;Lionel;m;1
3;Svea;w;1
3;Lutz;m;1
3;Talia;w;1
3;Marten;m;1
3;Tasnim;w;1
3;Mathias;m;1
3;Tuana;w;1
3;Mathis;m;1
3;Zeynep;w;1
3;Mattheo;m;1
3;Zoé;w;1
3;Matthias;m;1
3;Miro;m;1
3;Mohamad;m;1
3;Mustafa;m;1
3;Ole;m;1
3;Omar;m;1
3;Pepe;m;1
3;Rayan;m;1
3;Roni;m;1
3;Saad;m;1
3;Salih;m;1
3;Taim;m;1
3;Tenzin;m;1
3;Teodor;m;1
3;Thiago;m;1
3;Thorben;m;1
3;Timon;m;1
3;Titus;m;1
3;Umut;m;1
3;Yasir;m;1
3;Zayn;m;1
2;Emmanuel;m;3
2;Gregor;m;3
2;Ali;w;3
2;Günter;m;3
2;Anh;w;3
2;Heinrich;m;3
2;Helene;w;3
2;Hugo;m;3
2;Klara;w;3
2;Jakob;m;3
2;Louise;w;3
2;Josef;m;3
2;Margarete;w;3
2;Louis;m;3
2;Margaretha;w;3
2;Ludwig;m;3
2;Therese;w;3
2;Matthias;m;3
2;Victoria;w;3
2;Otto;m;3
2;Viktoria;w;3
2;Peter;m;3
2;Thomas;m;3
2;Ulrich;m;3
2;Valentin;m;3
2;Walter;m;3
2;Adele;w;2
2;Agnes;w;2
2;Alexandra;w;2
2;Alma;w;2
2;Amélie;w;2
2;An;w;2
2;Ann;w;2
2;Annabelle;w;2
2;Anne;w;2
2;Annelie;w;2
2;Annemarie;w;2
2;Ava;w;2
2;Bianca;w;2
2;Carla;w;2
2;Carola;w;2
2;Chloé;w;2
2;Denise;w;2
2;Eleonora;w;2
2;Ella;w;2
2;Eloise;w;2
2;Emily;w;2
2;Emma;w;2
2;Fiona;w;2
2;Gertrud;w;2
2;Grace;w;2
2;Hanna;w;2
2;Hannah;w;2
2;Henriette;w;2
2;Ilieva;w;2
2;Joleen;w;2
2;Jolie;w;2
2;Josefin;w;2
2;Joséphine;w;2
2;Jule;w;2
2;Karen;w;2
2;Karlotta;w;2
2;Kaur;w;2
2;Lara;w;2
2;Aaron;m;2
2;Laura;w;2
2;Abdulaziz;m;2
2;Leni;w;2
2;Abdullah;m;2
2;Leyla;w;2
2;Adam;m;2
2;Liara;w;2
2;Adriel;m;2
2;Lilith;w;2
2;Ahmad;m;2
2;Lotta;w;2
2;Amani;m;2
2;Lotte;w;2
2;Andrei;m;2
2;Luana;w;2
2;André;m;2
2;Lucie;w;2
2;Angelino;m;2
2;Madita;w;2
2;Antonio;m;2
2;Maja;w;2
2;Ares;m;2
2;Malaika;w;2
2;Asaf;m;2
2;Malin;w;2
2;Asif;m;2
2;Malina;w;2
2;Basri;m;2
2;Malou;w;2
2;Bennet;m;2
2;Margarete;w;2
2;Bernd;m;2
2;Margarethe;w;2
2;Björn;m;2
2;Marianne;w;2
2;Boris;m;2
2;Meta;w;2
2;Casper;m;2
2;Milena;w;2
2;Charly;m;2
2;Mina;w;2
2;Colin;m;2
2;Nur;w;2
2;Deniz;m;2
2;Olivia;w;2
2;Egon;m;2
2;Petra;w;2
2;Elia;m;2
2;Philippa;w;2
2;Emilian;m;2
2;Rebecca;w;2
2;Emir;m;2
2;Rita;w;2
2;Ernst;m;2
2;Ruth;w;2
2;Fabian;m;2
2;Stefania;w;2
2;Felice;m;2
2;Su;w;2
2;Filip;m;2
2;Tabea;w;2
2;Frederik;m;2
2;Teresa;w;2
2;Hasan;m;2
2;Theresa;w;2
2;Heinz;m;2
2;Henrik;m;2
2;Hermann;m;2
2;Ibrahim;m;2
2;Ilay;m;2
2;Isaiah;m;2
2;Jacob;m;2
2;Jamal;m;2
2;James;m;2
2;Jamil;m;2
2;Joel;m;2
2;Jonah;m;2
2;Justus;m;2
2;Karam;m;2
2;Kilian;m;2
2;Klaus;m;2
2;Korbinian;m;2
2;Kurt;m;2
2;Laurenz;m;2
2;Leonhard;m;2
2;Leroy;m;2
2;Linus;m;2
2;Lothar;m;2
2;Ludwig;m;2
2;Luke;m;2
2;Manuel;m;2
2;Marten;m;2
2;Mateo;m;2
2;Maxim;m;2
2;Muhammed;m;2
2;Nathaniel;m;2
2;Nicolas;m;2
2;Niklas;m;2
2;Nikolaus;m;2
2;Nino;m;2
2;Norbert;m;2
2;Omar;m;2
2;Otto;m;2
2;Phil;m;2
2;Philip;m;2
2;Rafael;m;2
2;Reiner;m;2
2;Ricardo;m;2
2;Robert;m;2
2;Roland;m;2
2;Ryan;m;2
2;Said;m;2
2;Salih;m;2
2;Sam;m;2
2;Samir;m;2
2;Scott;m;2
2;Silas;m;2
2;Taavi;m;2
2;Till;m;2
2;Toni;m;2
2;Torben;m;2
2;Valentino;m;2
2;Vincent;m;2
2;Walter;m;2
2;Werner;m;2
2;Willem;m;2
2;Willi;m;2
2;Wolfgang;m;2
2;Abigail;w;1
2;Aina;w;1
2;Aisha;w;1
2;Ajla;w;1
2;Alea;w;1
2;Alessia;w;1
2;Aleyna;w;1
2;Alisha;w;1
2;Aliya;w;1
2;Amélie;w;1
2;Anissa;w;1
2;Annabella;w;1
2;Annemarie;w;1
2;Anouk;w;1
2;Arya;w;1
2;Aseel;w;1
2;Asmaa;w;1
2;Assiya;w;1
2;Asya;w;1
2;Aurora;w;1
2;Ayat;w;1
2;Aboubacar;m;1
2;Aylin;w;1
2;Adar;m;1
2;Ayşe;w;1
2;Adem;m;1
2;Baran;w;1
2;Alessio;m;1
2;Barin;w;1
2;Alois;m;1
2;Beatrice;w;1
2;Alper;m;1
2;Berfin;w;1
2;Andreas;m;1
2;Camilla;w;1
2;Arman;m;1
2;Cara;w;1
2;Artur;m;1
2;Caroline;w;1
2;Atakan;m;1
2;Chloé;w;1
2;Ayoub;m;1
2;Cornelia;w;1
2;Baran;m;1
2;Dalia;w;1
2;Bastian;m;1
2;Dania;w;1
2;Batuhan;m;1
2;Dina;w;1
2;Bela;m;1
2;Dua;w;1
2;Carlos;m;1
2;Elanur;w;1
2;Cemil;m;1
2;Elea;w;1
2;Christos;m;1
2;Eleonore;w;1
2;Darian;m;1
2;Elin;w;1
2;Dennis;m;1
2;Elinor;w;1
2;Devran;m;1
2;Eliza;w;1
2;Diego;m;1
2;Elsa;w;1
2;Dima;m;1
2;Emine;w;1
2;Domenico;m;1
2;Emmi;w;1
2;Dominic;m;1
2;Enna;w;1
2;Eduard;m;1
2;Enya;w;1
2;Efe;m;1
2;Felicitas;w;1
2;Eliah;m;1
2;Feline;w;1
2;Elyas;m;1
2;Filippa;w;1
2;Emilian;m;1
2;Franka;w;1
2;Emiliano;m;1
2;Freya;w;1
2;Emin;m;1
2;Fria;w;1
2;Emmanuel;m;1
2;Grace;w;1
2;Enes;m;1
2;Hailey;w;1
2;Eren;m;1
2;Hana;w;1
2;Eric;m;1
2;Havin;w;1
2;Eyad;m;1
2;Hedi;w;1
2;Fabio;m;1
2;Iman;w;1
2;Falk;m;1
2;Inga;w;1
2;Fatih;m;1
2;Israa;w;1
2;Fernando;m;1
2;Janne;w;1
2;Florentin;m;1
2;Jory;w;1
2;Gabriele;m;1
2;Juana;w;1
2;Gustav;m;1
2;Julianna;w;1
2;Hakan;m;1
2;Karla;w;1
2;Haris;m;1
2;Katja;w;1
2;Hassan;m;1
2;Kora;w;1
2;Hugo;m;1
2;Larin;w;1
2;Ian;m;1
2;Lenja;w;1
2;Immanuel;m;1
2;Lieselotte;w;1
2;Imran;m;1
2;Liliana;w;1
2;Jamil;m;1
2;Lilith;w;1
2;Jason;m;1
2;Liljana;w;1
2;Jon;m;1
2;Linnéa;w;1
2;Joris;m;1
2;Liva;w;1
2;Josua;m;1
2;Livi;w;1
2;Juri;m;1
2;Liyah;w;1
2;Kaan;m;1
2;Lucia;w;1
2;Kai;m;1
2;Lujain;w;1
2;Kalle;m;1
2;Luna-Marie;w;1
2;Karim;m;1
2;Lya;w;1
2;Karlo;m;1
2;Lydia;w;1
2;Kasimir;m;1
2;Lynn;w;1
2;Kaspar;m;1
2;Mailin;w;1
2;Kawa;m;1
2;Malika;w;1
2;Keno;m;1
2;Malou;w;1
2;Khalid;m;1
2;Mariella;w;1
2;Kristian;m;1
2;Marlena;w;1
2;Kuzey;m;1
2;Marta;w;1
2;Laurin;m;1
2;Martina;w;1
2;Lavend;m;1
2;Marwa;w;1
2;Len;m;1
2;Mary;w;1
2;Lenn;m;1
2;Matea;w;1
2;Lennet;m;1
2;Mathilde;w;1
2;Lennox;m;1
2;Mayar;w;1
2;Leonidas;m;1
2;Mayla;w;1
2;Loris;m;1
2;Mayra;w;1
2;Louay;m;1
2;Medina;w;1
2;Lovis;m;1
2;Milana;w;1
2;Lucas;m;1
2;Milla;w;1
2;Ludwig;m;1
2;Miriam;w;1
2;Luke;m;1
2;Misk;w;1
2;Léonard;m;1
2;Nabila;w;1
2;Mads;m;1
2;Naima;w;1
2;Magnus;m;1
2;Nala;w;1
2;Marco;m;1
2;Natalia;w;1
2;Marian;m;1
2;Natalie;w;1
2;Marius;m;1
2;Nehir;w;1
2;Markus;m;1
2;Nela;w;1
2;Marlo;m;1
2;Nia;w;1
2;Mehmet;m;1
2;Nike;w;1
2;Mert;m;1
2;Nila;w;1
2;Miguel;m;1
2;Nilay;w;1
2;Miko;m;1
2;Noa;w;1
2;Miraç;m;1
2;Nour;w;1
2;Nadim;m;1
2;Paola;w;1
2;Niko;m;1
2;Paulina;w;1
2;Noel;m;1
2;Penelope;w;1
2;Ozan;m;1
2;Perwin;w;1
2;Pablo;m;1
2;Philine;w;1
2;Pedro;m;1
2;Rachel;w;1
2;Petar;m;1
2;Rahma;w;1
2;Peter;m;1
2;Rike;w;1
2;Phil;m;1
2;Riva;w;1
2;Quinn;m;1
2;Ruth;w;1
2;Rafael;m;1
2;Sabine;w;1
2;Rashid;m;1
2;Safaa;w;1
2;Resul;m;1
2;Salma;w;1
2;Rico;m;1
2;Salwa;w;1
2;Rojan;m;1
2;Selin;w;1
2;Romeo;m;1
2;Sidra;w;1
2;Said;m;1
2;Sofie;w;1
2;Samir;m;1
2;Solin;w;1
2;Sanad;m;1
2;Sophie-Marie;w;1
2;Seyit;m;1
2;Susanna;w;1
2;Stefan;m;1
2;Tabea;w;1
2;Stephan;m;1
2;Talea;w;1
2;Sufyan;m;1
2;Teresa;w;1
2;Sven;m;1
2;Tessa;w;1
2;Tammo;m;1
2;Theres;w;1
2;Thore;m;1
2;Toni;w;1
2;Timothy;m;1
2;Valeria;w;1
2;Tino;m;1
2;Viola;w;1
2;Valentino;m;1
2;Vivien;w;1
2;William;m;1
2;Yağmur;w;1
2;Yannick;m;1
2;Yuna;w;1
2;Yaron;m;1
2;Yüsra;w;1
2;Yavuz;m;1
2;Zahra;w;1
2;Yosef;m;1
2;Zara;w;1
2;Ömer;m;1
1;Mariano;m;5
1;Elisabeth;w;5
1;Howail;w;5
1;Adalbert;m;4
1;Abdulla;w;4
1;Ahmed;m;4
1;Andrea;w;4
1;Hermann;m;4
1;Anna;w;4
1;Ida;m;4
1;Annina;w;4
1;Joachim;m;4
1;Funny;w;4
1;Jobst;m;4
1;Helga;w;4
1;Klaus;m;4
1;Ines;w;4
1;Maria;m;4
1;Khurram;w;4
1;Marian;m;4
1;Leora;w;4
1;Maximilian;m;4
1;Malin;w;4
1;Paul;m;4
1;Margot;w;4
1;Wilhelm;m;4
1;Marie;w;4
1;Wolfgang;m;4
1;Martha;w;4
1;Miwa;w;4
1;Sylvia;w;4
1;Viera;w;4
1;Adele;w;3
1;Aicha;w;3
1;Alexandra;w;3
1;Amoroso;w;3
1;Anastasia;w;3
1;Aaron;m;3
1;Anaïs;w;3
1;Abdi;m;3
1;Angelika;w;3
1;Adriaan;m;3
1;Annelies;w;3
1;Agung;m;3
1;Antonie;w;3
1;Aham;m;3
1;Argiro;w;3
1;Ahmed;m;3
1;Atieno;w;3
1;Aleandro;m;3
1;Augusta;w;3
1;Alessandro;m;3
1;Barbara;w;3
1;Alfred;m;3
1;Beatrice;w;3
1;Ali;m;3
1;Bermanakusumah;w;3
1;Altan;m;3
1;Birgit;w;3
1;Anandalmar;m;3
1;Christin;w;3
1;Andy;m;3
1;Christine;w;3
1;Arvid;m;3
1;Clementine;w;3
1;August;m;3
1;Coco;w;3
1;Augustus;m;3
1;Cäcilia;w;3
1;Bahlol;m;3
1;Dakhil;w;3
1;Balthasar;m;3
1;Edda;w;3
1;Beniyam;m;3
1;Edith;w;3
1;Bert;m;3
1;Ela;w;3
1;Bruno;m;3
1;Eleni;w;3
1;Butkus;m;3
1;Eleonora;w;3
1;Carl;m;3
1;Elfriede;w;3
1;Casimir;m;3
1;Elina;w;3
1;Christian;m;3
1;Eliza;w;3
1;Christoph;m;3
1;Elly;w;3
1;Constantin;m;3
1;Fatima;w;3
1;Cruz;m;3
1;Fee;w;3
1;Dieter;m;3
1;Fong;w;3
1;Dominik;m;3
1;Franka;w;3
1;Eissa;m;3
1;Franziska;w;3
1;Elias;m;3
1;Friederike;w;3
1;Emanuel;m;3
1;Gabriele;w;3
1;Emil;m;3
1;Garance;w;3
1;Ernst;m;3
1;Gloria;w;3
1;Faraj;m;3
1;Grace;w;3
1;Ferenc;m;3
1;Greta;w;3
1;Franz;m;3
1;Géraldine;w;3
1;Frieder;m;3
1;Hannelore;w;3
1;Friedhelm;m;3
1;Hedwig;w;3
1;Fritz;m;3
1;Helga;w;3
1;Gavril;m;3
1;Hélène;w;3
1;Gerhard;m;3
1;Illa;w;3
1;Gjon;m;3
1;Inge;w;3
1;Gonzalo;m;3
1;Iris;w;3
1;Hamid;m;3
1;Isabel;w;3
1;Helmut;m;3
1;Jana;w;3
1;Henri;m;3
1;Judith;w;3
1;Henry;m;3
1;Juliette;w;3
1;Hermann;m;3
1;Karla;w;3
1;Hon;m;3
1;Karola;w;3
1;Horst;m;3
1;Kessiwa;w;3
1;Ibi;m;3
1;Kubra;w;3
1;Ibrahim;m;3
1;Laurentia;w;3
1;Ilie;m;3
1;Lena;w;3
1;Immanuel;m;3
1;Leni;w;3
1;Jason;m;3
1;Li;w;3
1;Jeroen;m;3
1;Lina;w;3
1;Jes;m;3
1;Lorelai;w;3
1;Jian;m;3
1;Luise;w;3
